Sun Sep 29 01:39:01 +0000 2019,Trump Is a Military Coward — But That Hasn't Kept Him from Insulting America's Troops https://t.co/Nxs328qMpU via @TeenVogue,-0.7351,0,0,-87.732013,41.833584450000004
Sun Sep 29 01:38:19 +0000 2019,|.@LaraLeaTrump, Donald Trump got 46.1% of the popular vote. He invited foreign interference in American elections a… https://t.co/2kgGPX9HUC|,0.4215,3,0,-118.4119065,34.0207895
Sun Sep 29 01:36:09 +0000 2019,@USUN @UN El legado de Obama y la Hillary Clinton en Venezuela. Donald Trump 2020.....,0.0,0,0,-117.24838765,34.04975085
