,data,text,sent,favorites,retweets,longitude,latitude
0,Sun Sep 29 03:00:11 +0000 2019,@realDonaldTrump “The economy that Donald Trump inherited from Barack Obama and Joe Biden is the only thing keeping… https://t.co/W8tkn3NCs8,0.0,0,0,-83.72997149999999,42.2708395
1,Sun Sep 29 02:58:36 +0000 2019,|"I like thinking big. I always have. To me it's very simple: If you're going to be thinking anyway, you might as we… https://t.co/yrEIkEh3OR|,0.3612,0,0,73.22630605,3.2013969
2,Sun Sep 29 02:57:37 +0000 2019,@realDonaldTrump “The economy that Donald Trump inherited from Barack Obama and Joe Biden is the only thing keeping… https://t.co/w86whBh07K,0.0,1,0,-83.72997149999999,42.2708395
3,Sun Sep 29 02:56:25 +0000 2019,Hey @realDonaldTrump ... Traitor Trump ... Tubby Trump ... Dumb Donald ... Dummkopf Donald ... I think Traitor Trump is the best.,0.2263,0,0,-75.77004099999998,42.746617
4,Sun Sep 29 02:55:01 +0000 2019,|Donald Trump Jr. just called Governor Edwards a radical socialist... Ok, sis|,0.29600000000000004,1,0,-91.4010085,30.937336
5,Sun Sep 29 02:51:51 +0000 2019,@NHLRumorsDaily From the Donald Trump school of hockey rumours. Use your own rumour to build a case as to why your new rumours are true. Lol,0.6808,0,0,-79.27256949999999,43.629311
6,Sun Sep 29 02:51:37 +0000 2019,He’s correct. Donald Trump is the only thing standing between us and the globalist socialist cabal; they will do AN… https://t.co/5lVl2vdtC5,0.0,0,0,-111.529816,35.265977500000005
7,Sun Sep 29 02:51:22 +0000 2019,@NoozheMakwa @gmansell2 First guy in that video was Donald Trump the second guy was nasty Nancy www Pelosi,-0.5574,3,0,-74.81192899999998,40.1414535
8,Sun Sep 29 02:48:17 +0000 2019,|Donald J. Trump is doing exactly what he promised he would do—exposing the greedy, lying scum in Washington and dra… https://t.co/Mq49kVVR0N|,-0.4939,0,0,-122.3306024,47.614817200000005
9,Sun Sep 29 02:47:18 +0000 2019,|Mulvaney on shaky ground in wake of whistleblower fallout, sources say

https://t.co/ADXDQI2nWZ|,-0.2263,1,1,-79.833837,40.4772732
10,Sun Sep 29 02:40:51 +0000 2019,|@thebradfordfile @Caribbean__Q DITTO!!!!!!!!!!!!!!!!!!! I agree 1,000,000% God bless our President Donald J Trump!!! 🇺🇸|,0.8209,1,0,-100.0768885,31.168893500000006
11,Sun Sep 29 02:37:43 +0000 2019,|टि्वटर ट्रेंड: UN में ट्रंप का भाषण अव्वल, नंबर 2 पर इमरान, मोदी का 5वें स्थान पर - Twitter trend donald trump spee… https://t.co/1MEbFHrxf7|,0.0,0,0,84.396886,26.1309935
12,Sun Sep 29 02:37:34 +0000 2019,|टि्वटर ट्रेंड: UN में ट्रंप का भाषण अव्वल, नंबर 2 पर इमरान, मोदी का 5वें स्थान पर - Twitter trend donald trump spee… https://t.co/Mb3q73LD8k|,0.0,0,0,84.396886,26.1309935
13,Sun Sep 29 02:35:26 +0000 2019,|@gregpmiller As Donald Trump continues to rail about Hillary Clinton’s emails, the State Department has reinvigorat… https://t.co/nJSMDrrkBk|,0.0,3,0,-73.8311875,40.67087955
14,Sun Sep 29 02:34:50 +0000 2019,|GOP Leadership Memo Suggests Senate Cannot Block Trial If House Votes To Impeach Trump
https://t.co/UuHYNqh135|,0.3412,0,0,-118.4119065,34.0207895
15,Sun Sep 29 02:33:17 +0000 2019,|Knuckeheads.  Mick Mulvaney on shaky ground in wake of whistleblower fallout, sources say - CNNPolitics https://t.co/6a6hSfD1Qj|,-0.2263,0,0,-117.39761599999999,33.935821999999995
16,Sun Sep 29 02:33:15 +0000 2019,|CNN LEAVES OUT WORDS TO MAKE THE PRESIDENT., 45, Trump , Donald J Trump 👀 GOOD???? OMG! If CNN DID ANYTHING THEY MA… https://t.co/XThEwM4qI8|,0.0,0,0,-80.92662800000001,33.6311395
17,Sun Sep 29 02:32:44 +0000 2019,Just another reason to impeach Donald Trump. He’s going after his former campaign opponents like he was some Third… https://t.co/FEAWvC78NS,0.3612,5,3,-73.8311875,40.67087955
18,Sun Sep 29 02:31:49 +0000 2019,|Don't know how much truth is contained here, but it's a must read https://t.co/LGtMR53wof|,0.1655,0,0,0.3142995000000042,42.308346
19,Sun Sep 29 02:30:17 +0000 2019,https://t.co/qN3Sjk6GEt,0.0,0,0,-95.4660343,29.7076839
20,Sun Sep 29 02:28:16 +0000 2019,|It’s already started. America is building the white savior narrative of rescuing itself from Donald Trump, the raci… https://t.co/Q4s1xB6KVJ|,0.0,6,5,139.7091805,35.701657
21,Sun Sep 29 02:27:25 +0000 2019,|@camgreer11 @RhoniDu ... and a rip tide, hopefully soon to be followed by a tsunami of resignations- including that… https://t.co/vCWHbr4AiF|,0.128,1,0,-84.475291,33.65758579999999
22,Sun Sep 29 02:27:05 +0000 2019,|@realDonaldTrump @FoxNews @CNN @MSNBC

The media has not figured it out yet. Any press is good press. All eyes will… https://t.co/yUToofL2Hh|,0.4404,0,0,-117.14373700000002,47.664707
23,Sun Sep 29 02:26:52 +0000 2019,|'Treasonous' Donald Trump Could Have Been Impeached On Inauguration Day, Bestselling Military Author Says https://t.co/qT1QIrAKX0|,0.0,0,0,25.0186232,60.159471200000006
24,Sun Sep 29 02:25:51 +0000 2019,I bet DJ Khaled and Donald Trump would be great friends,0.802,0,0,-116.2781615,33.668045500000005
25,Sun Sep 29 02:23:31 +0000 2019,@nationalparker5 https://t.co/ZPg7OolLKH https://t.co/GjpBdR9yTx,0.0,0,0,-119.3066075,37.2691755
26,Sun Sep 29 02:23:08 +0000 2019,|Hey @HillaryClinton I’ve got the perfect tweet for you to send once Trump is impeached:

“You’re Fired, Donald.”|,0.0258,4,1,-117.824049,33.810159000000006
27,Sun Sep 29 02:21:58 +0000 2019,@realDonaldTrump Thanks God and Donald Trump's,0.6124,2,0,107.16362849999999,11.08089
28,Sun Sep 29 02:21:29 +0000 2019,@LindseyGrahamSC I hope we can impeach this Donald Trump. It is time for him to go.   I have been watching this mov… https://t.co/5edIrCArgS,0.4404,0,0,-82.16086565,29.120222500000004
29,Sun Sep 29 02:20:30 +0000 2019,|Resign @realDonaldTrump
 https://t.co/7UfqIfsTpQ|,-0.34,1,0,-77.60468399999998,41.1179365
30,Sun Sep 29 02:16:59 +0000 2019,|Subpoena him. 

Giuliani Says He Won’t Testify Before House Without Trump’s OK
https://t.co/fGecz5rY4v|,-0.3465,0,0,-79.833837,40.4772732
31,Sun Sep 29 02:16:34 +0000 2019,|GOP Leadership Memo Suggests Senate Cannot Block Trial If House Votes To Impeach Trump
https://t.co/NEik9DZQLW|,0.3412,1,0,-79.833837,40.4772732
32,Sun Sep 29 02:16:03 +0000 2019,|If Trump had actually wanted to do infrastructure, he would’ve done it many Infrastructure Weeks ago. He’s projecti… https://t.co/w9mK28b9EB|,0.0,0,0,-122.43597849999999,37.7706565
33,Sun Sep 29 02:15:55 +0000 2019,|#ExposeTheTruth

Trump Blurs Lines Between Personal Lawyer, Attorney General
https://t.co/QaOKqRl2Vc|,0.0,0,0,-79.833837,40.4772732
